107.170.245.18 - - [20/Jan/2023:09:56:45 +0000] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xF3Cq%\xEB- I\x06\xD7\x1F\xC4d\xA2\xACc)/\x06\x93]\xE1\xB0\x00\xC6\x9D\xE4\xC5j,u\xF4\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 166 "-" "-" "-"
62.233.50.179 - - [20/Jan/2023:11:01:53 +0000] "\x03\x00\x00/*\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Administr" 400 166 "-" "-" "-"
162.243.135.22 - - [20/Jan/2023:11:47:10 +0000] "MGLNDD_45.139.24.247_8081" 400 166 "-" "-" "-"
167.94.145.58 - - [20/Jan/2023:14:49:44 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
167.94.145.58 - - [20/Jan/2023:14:49:44 +0000] "GET / HTTP/1.1" 200 1381 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
167.94.145.58 - - [20/Jan/2023:14:49:45 +0000] "PRI * HTTP/2.0" 400 166 "-" "-" "-"
167.94.145.58 - - [20/Jan/2023:14:49:45 +0000] "GET /favicon.ico HTTP/1.1" 200 32988 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
92.118.39.82 - - [20/Jan/2023:15:39:48 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
152.89.196.211 - - [20/Jan/2023:15:40:45 +0000] "GET /jars HTTP/1.1" 404 191 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
65.49.20.115 - - [20/Jan/2023:15:57:58 +0000] "GET / HTTP/1.1" 200 1381 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:104.0) Gecko/20100101 Firefox/104.0" "-"
65.49.20.83 - - [20/Jan/2023:15:59:04 +0000] "GET http://api.ipify.org/?format=json HTTP/1.1" 200 3914 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:104.0) Gecko/20100101 Firefox/104.0" "-"
65.49.20.91 - - [20/Jan/2023:15:59:26 +0000] "CONNECT www.shadowserver.org:443 HTTP/1.1" 400 166 "-" "-" "-"
107.189.13.72 - - [20/Jan/2023:19:12:37 +0000] "CONNECT google.com:443 HTTP/1.1" 400 166 "-" "-" "-"
35.81.149.216 - - [20/Jan/2023:19:15:04 +0000] "GET / HTTP/1.1" 200 1381 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36" "-"
198.235.24.131 - - [20/Jan/2023:19:39:41 +0000] "\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03@-\xBE~Vz\xCBuYBH\x9B\x7F]D\x91\xFE\xC0Z\x8Bd\x88\xA8M\x998I\xEF\xC4\x1E\x7F\x9A\x00\x00h\xCC\x14\xCC\x13\xC0/\xC0+\xC00\xC0,\xC0\x11\xC0\x07\xC0'\xC0#\xC0\x13\xC0\x09\xC0(\xC0$\xC0\x14\xC0" 400 166 "-" "-" "-"
62.233.50.179 - - [20/Jan/2023:20:06:41 +0000] "\x03\x00\x00/*\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Administr" 400 166 "-" "-" "-"
162.243.149.16 - - [20/Jan/2023:20:36:00 +0000] "GET / HTTP/1.1" 200 1381 "-" "Mozilla/5.0 zgrab/0.x" "-"
167.71.220.70 - - [20/Jan/2023:22:02:18 +0000] "GET / HTTP/1.1" 200 1380 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "-"
60.217.75.70 - - [20/Jan/2023:22:38:42 +0000] "GET / HTTP/1.1" 200 1381 "-" "Mozilla/5.0" "-"
60.217.75.70 - - [20/Jan/2023:22:51:35 +0000] "GET / HTTP/1.1" 200 1380 "-" "Mozilla/5.0" "-"
60.217.75.70 - - [20/Jan/2023:22:52:14 +0000] "GET / HTTP/1.1" 200 1382 "-" "Mozilla/5.0" "-"
152.89.196.211 - - [21/Jan/2023:00:01:00 +0000] "GET /jars HTTP/1.1" 404 191 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
178.32.197.90 - - [21/Jan/2023:01:01:02 +0000] "GET / HTTP/1.1" 200 3914 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:58.0) Gecko/20100101 Firefox/58.0" "-"
92.118.39.82 - - [21/Jan/2023:01:27:50 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
175.178.191.129 - - [21/Jan/2023:02:00:29 +0000] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x87\xC0oY\xE5\x11\x8D\xA3f\x00m_\xF1<\xFBr\xE9\xF8\x99\x8B\xDBxz\xC2\x9F\x16\xB8W]\xCE1\x02 \xCF\xB1\x0C?\x1A\xBBv\xD0\xC7\xE1\xA7\xD9\xC8!ji\x19I\xB2)/QB^\xAA[tuS\xA9\xBB\xB6\x00&\xC0+\xC0/\xC0,\xC00\xCC\xA9\xCC\xA8\xC0\x09\xC0\x13\xC0" 400 166 "-" "-" "-"
175.178.191.129 - - [21/Jan/2023:02:00:29 +0000] "GET / HTTP/1.1" 200 1381 "-" "Mozilla/5.0 (Linux; Android 8.1.0; Redmi Note 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Mobile Safari/537.36" "-"
173.214.175.178 - - [21/Jan/2023:02:46:09 +0000] "CONNECT google.com:443 HTTP/1.1" 400 166 "-" "-" "-"
188.165.87.100 - - [21/Jan/2023:02:51:01 +0000] "GET /favicon.ico HTTP/1.1" 200 32988 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:58.0) Gecko/20100101 Firefox/58.0" "-"
193.118.53.194 - - [21/Jan/2023:04:20:54 +0000] "GET / HTTP/1.1" 200 1381 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36" "-"
107.189.13.72 - - [21/Jan/2023:04:40:27 +0000] "CONNECT google.com:443 HTTP/1.1" 400 166 "-" "-" "-"
5.188.210.227 - - [21/Jan/2023:05:09:41 +0000] "\x05\x01\x00" 400 166 "-" "-" "-"
5.188.210.227 - - [21/Jan/2023:05:10:09 +0000] "\x04\x01\x00P\x05\xBC\xD2\xE3\x00" 400 166 "-" "-" "-"
5.188.210.227 - - [21/Jan/2023:05:12:09 +0000] "GET http://5.188.210.227/echo.php HTTP/1.1" 404 47 "https://www.google.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
173.214.175.178 - - [21/Jan/2023:05:43:49 +0000] "CONNECT google.com:443 HTTP/1.1" 400 166 "-" "-" "-"
62.233.50.179 - - [21/Jan/2023:05:47:32 +0000] "\x03\x00\x00/*\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Administr" 400 166 "-" "-" "-"
198.235.24.59 - - [21/Jan/2023:08:03:36 +0000] "GET / HTTP/1.1" 200 3914 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com" "-"
92.118.39.82 - - [21/Jan/2023:10:50:34 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
64.62.197.208 - - [21/Jan/2023:11:30:57 +0000] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03C\xEA\x1F\xD5\x95\x90v\xE6\xF0\xEFR\xE2R\xCC\xD1\xAA\x14\x1A\xCF9\xBC\x0C\xA0+\xA8\xD7\xC3$\xD9\xAB\xB8\xFB\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 166 "-" "-" "-"
198.235.24.51 - - [21/Jan/2023:12:15:40 +0000] "GET / HTTP/1.0" 200 3902 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com" "-"
154.89.5.101 - - [21/Jan/2023:12:42:46 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
192.241.229.19 - - [21/Jan/2023:12:49:12 +0000] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x04%g\x1F\xD4JI\x8AO\x13\xCB\xEFg\xEAm\x12\xF2(\xA7W\xF2o" 400 166 "-" "-" "-"
167.248.133.120 - - [21/Jan/2023:14:46:48 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
167.248.133.120 - - [21/Jan/2023:14:46:48 +0000] "GET / HTTP/1.1" 200 1380 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
167.248.133.120 - - [21/Jan/2023:14:46:49 +0000] "PRI * HTTP/2.0" 400 166 "-" "-" "-"
167.248.133.120 - - [21/Jan/2023:14:46:49 +0000] "GET /favicon.ico HTTP/1.1" 200 32988 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
74.82.47.50 - - [21/Jan/2023:15:07:39 +0000] "GET / HTTP/1.1" 200 1380 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
74.82.47.6 - - [21/Jan/2023:15:08:49 +0000] "GET http://api.ipify.org/?format=json HTTP/1.1" 200 3914 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
74.82.47.26 - - [21/Jan/2023:15:09:11 +0000] "CONNECT www.shadowserver.org:443 HTTP/1.1" 400 166 "-" "-" "-"
107.170.251.22 - - [21/Jan/2023:15:25:01 +0000] "MGLNDD_45.139.24.247_8081" 400 166 "-" "-" "-"
162.142.125.211 - - [21/Jan/2023:20:21:33 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
162.142.125.211 - - [21/Jan/2023:20:21:33 +0000] "GET / HTTP/1.1" 200 1381 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
162.142.125.211 - - [21/Jan/2023:20:21:34 +0000] "PRI * HTTP/2.0" 400 166 "-" "-" "-"
162.142.125.211 - - [21/Jan/2023:20:21:34 +0000] "GET /favicon.ico HTTP/1.1" 200 32988 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
152.89.196.211 - - [21/Jan/2023:20:35:40 +0000] "GET /jars HTTP/1.1" 404 191 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
92.118.39.82 - - [21/Jan/2023:20:49:02 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
107.189.13.72 - - [21/Jan/2023:21:29:21 +0000] "CONNECT google.com:443 HTTP/1.1" 400 166 "-" "-" "-"
180.149.125.159 - - [21/Jan/2023:22:02:53 +0000] "GET / HTTP/1.1" 200 1380 "-" "Mozilla/5.0 (Windows NT 5.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36" "-"
60.217.75.70 - - [21/Jan/2023:22:03:31 +0000] "GET / HTTP/1.1" 200 1382 "-" "Mozilla/5.0" "-"
60.217.75.70 - - [21/Jan/2023:22:38:02 +0000] "GET / HTTP/1.1" 200 1380 "-" "Mozilla/5.0" "-"
60.217.75.70 - - [21/Jan/2023:22:44:11 +0000] "GET / HTTP/1.1" 499 0 "-" "Mozilla/5.0" "-"
60.217.75.70 - - [21/Jan/2023:22:50:58 +0000] "GET / HTTP/1.1" 499 0 "-" "Mozilla/5.0" "-"
60.217.75.70 - - [21/Jan/2023:22:51:27 +0000] "GET / HTTP/1.1" 200 1381 "-" "Mozilla/5.0" "-"
92.118.39.82 - - [22/Jan/2023:03:52:45 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
167.172.100.154 - - [22/Jan/2023:05:12:51 +0000] "GET / HTTP/1.1" 200 1382 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "-"
152.89.196.211 - - [22/Jan/2023:05:17:16 +0000] "GET /jars HTTP/1.1" 404 191 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
65.49.20.126 - - [22/Jan/2023:10:17:56 +0000] "GET / HTTP/1.1" 200 1380 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:105.0) Gecko/20100101 Firefox/105.0" "-"
65.49.20.114 - - [22/Jan/2023:10:19:05 +0000] "GET http://api.ipify.org/?format=json HTTP/1.1" 200 3914 "-" "Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:100.0) Gecko/20100101 Firefox/100.0" "-"
65.49.20.86 - - [22/Jan/2023:10:19:28 +0000] "CONNECT www.shadowserver.org:443 HTTP/1.1" 400 166 "-" "-" "-"
185.167.97.191 - - [22/Jan/2023:10:54:09 +0000] "\x16\x03\x01\x00u\x01\x00\x00q\x03\x03O\x94\x22y\xAE\xBCNIr\xD3F\xC6o\xA2\x06q\xC2\xD0\xF6\xE5X\xD9\xA1\x84\xBE\xC4\x13E\xABq\xEDX\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 166 "-" "-" "-"
92.118.39.82 - - [22/Jan/2023:12:22:17 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
185.225.74.55 - - [22/Jan/2023:12:25:02 +0000] "GET / HTTP/1.1" 200 1381 "-" "Linux Gnu (cow)" "-"
107.189.13.72 - - [22/Jan/2023:12:49:16 +0000] "CONNECT google.com:443 HTTP/1.1" 400 166 "-" "-" "-"
64.62.197.50 - - [22/Jan/2023:13:16:21 +0000] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xAA\x98s#\xE5FR\x06V`d\x88\x10\xD3w\xAC\xA7\x87\xBFM\xB5)\xB4\x12O8\xB2V'\xE6F\xE1\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 166 "-" "-" "-"
164.90.150.6 - - [22/Jan/2023:13:55:18 +0000] "GET / HTTP/1.0" 200 3902 "-" "-" "-"
192.241.201.126 - - [22/Jan/2023:15:02:40 +0000] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03Z\xBE'Wd\x8E\x92\xE49\xE1\xFB\x19\xC3u\x0FF\xD9:\x8A\xD32" 400 166 "-" "-" "-"
23.90.160.114 - - [22/Jan/2023:15:24:55 +0000] "GET / HTTP/1.1" 200 1381 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36" "-"
80.85.241.15 - - [22/Jan/2023:17:14:18 +0000] "\x16\x03\x01\x00\xEA\x01\x00\x00\xE6\x03\x03Z%\x0C\xCA\x16@\xCB\x8D\x92\xABg5'\xEC<\xA5\xB3\x1B\xEF`\xC2m\xE4\xB1\xF1\x92g\xC5\xE5D\xA5_ \xEDk\x10'`)O^\xD5?j\x97D\xB2\xC0\xA8\xCA\xA62\x9E\x16\xBC\xF5i\xB6\xA5\x04\xE2\xD1\x8A\xC4\x99\x00&\xC0+\xC0/\xC0,\xC00\xCC\xA9\xCC\xA8\xC0\x09\xC0\x13\xC0" 400 166 "-" "-" "-"
80.85.241.15 - - [22/Jan/2023:17:14:19 +0000] "GET / HTTP/1.1" 200 1381 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/74.0.3729.155 Mobile/15E148 Safari/605.1" "-"
167.94.138.46 - - [22/Jan/2023:18:43:26 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
167.94.138.46 - - [22/Jan/2023:18:43:26 +0000] "GET / HTTP/1.1" 200 1381 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
167.94.138.46 - - [22/Jan/2023:18:43:26 +0000] "PRI * HTTP/2.0" 400 166 "-" "-" "-"
167.94.138.46 - - [22/Jan/2023:18:43:27 +0000] "GET /favicon.ico HTTP/1.1" 200 32988 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
167.94.146.58 - - [22/Jan/2023:18:54:48 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
167.94.146.58 - - [22/Jan/2023:18:54:48 +0000] "GET / HTTP/1.1" 200 1381 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
167.94.146.58 - - [22/Jan/2023:18:54:48 +0000] "PRI * HTTP/2.0" 400 166 "-" "-" "-"
167.94.146.58 - - [22/Jan/2023:18:54:48 +0000] "GET /favicon.ico HTTP/1.1" 200 32988 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
192.241.218.20 - - [22/Jan/2023:18:59:16 +0000] "MGLNDD_45.139.24.247_8081" 400 166 "-" "-" "-"
92.118.39.82 - - [22/Jan/2023:20:48:53 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
173.214.175.178 - - [22/Jan/2023:22:23:45 +0000] "CONNECT google.com:443 HTTP/1.1" 400 166 "-" "-" "-"
152.89.196.211 - - [23/Jan/2023:00:29:38 +0000] "GET /jars HTTP/1.1" 404 191 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
152.89.196.211 - admin [23/Jan/2023:00:33:27 +0000] "GET / HTTP/1.1" 200 1381 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
152.89.196.211 - - [23/Jan/2023:00:38:07 +0000] "POST /service/extdirect HTTP/1.1" 404 191 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
87.236.176.154 - - [23/Jan/2023:00:52:01 +0000] "GET / HTTP/1.1" 200 1380 "-" "Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/)" "-"
87.236.176.31 - - [23/Jan/2023:00:52:02 +0000] "GET /favicon.ico HTTP/1.1" 200 32988 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "-"
173.214.175.178 - - [23/Jan/2023:01:22:22 +0000] "CONNECT google.com:443 HTTP/1.1" 400 166 "-" "-" "-"
92.118.39.82 - - [23/Jan/2023:05:49:20 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
173.214.175.178 - - [23/Jan/2023:06:11:42 +0000] "CONNECT google.com:443 HTTP/1.1" 400 166 "-" "-" "-"
107.150.103.62 - - [23/Jan/2023:10:06:56 +0000] "\x16\x03\x01\x01\x09\x01\x00\x01\x05\x03\x03\xA9\x86\xAA)\xA7\x855M}\xC1\x94\xE2E\x81\xBDM\xCC\x07aW\x17-\xF07\x82\xB6\xB8\x93\xA9\x02\x8A\x17 \xDC\xF3f.\xF0\x8F\x8B\x5C5\x18\xE0\xB3SX\x16\x9F\xFB\x95iz\xD7\x93I\xD38" 400 166 "-" "-" "-"
107.150.103.62 - - [23/Jan/2023:10:07:09 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
107.150.103.62 - - [23/Jan/2023:10:07:33 +0000] "GET /robots.txt HTTP/1.1" 200 526 "-" "Go-http-client/1.1" "-"
107.150.103.62 - - [23/Jan/2023:10:07:35 +0000] "GET /sitemap.xml HTTP/1.1" 404 134 "-" "Go-http-client/1.1" "-"
107.150.103.62 - - [23/Jan/2023:10:07:37 +0000] "GET /js/browsers.js?1658736370 HTTP/1.1" 200 1559 "-" "Go-http-client/1.1" "-"
157.245.104.11 - - [23/Jan/2023:10:14:34 +0000] "GET / HTTP/1.1" 200 1380 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "-"
92.118.39.82 - - [23/Jan/2023:12:14:48 +0000] "GET / HTTP/1.1" 200 3914 "-" "-" "-"
173.214.175.178 - - [23/Jan/2023:13:47:41 +0000] "CONNECT google.com:443 HTTP/1.1" 400 166 "-" "-" "-"
216.218.206.107 - - [23/Jan/2023:14:23:02 +0000] "GET / HTTP/1.1" 200 1382 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:105.0) Gecko/20100101 Firefox/105.0" "-"
